Number of Run, Trial Count,Initial Average Hum,Average hum after algorithm, Initial Standard hum deviation,Standard deviation hum after algorithm,Initial Average tem,Average tem after algorithm, Initial Standard tem deviation,Standard deviation tem after algorithm,humAveIss ,humStdIss,temAveIss,temStdIss,,
5,21,50.97716918,47.97716918,2.488257962,0.596103741,69.65533747,72.23867081,2.342281843,1.482730317,0,0,0,0,,
6,8,50.84571055,47.92904388,2.795018304,0.597160041,70.17967375,72.76300708,2.972375498,0.691347488,0,0,0,0,,
7,8,50.92464342,47.92464342,3.192790608,0.939405368,70.82352034,72.40685367,2.601831952,1.183515243,0,0,0,0,,
8,80,50.62088416,48.4542175,3.47166153,1.846985686,68.49015671,72.82349005,3.126266649,0.334300995,1,1,0,0,,
9,80,49.69561962,47.69561962,2.864915594,0.340405292,69.47528595,72.30861928,2.975889879,2.025007435,0,0,0,1,,
10,80,50.93306773,48.43306773,3.404441486,1.977784231,69.90882385,72.15882385,2.670420043,1.587890992,1,1,0,1,,
11,80,49.85781848,48.10781848,1.982378828,1.110203834,71.15216633,73.06883299,2.418197499,0.439364417,1,0,1,0,,
12,9,50.80099042,47.96765709,2.671980809,0.707188215,70.62995433,72.62995433,2.783549569,1.09744257,0,0,0,0,,
13,80,50.88701958,47.72035291,2.545441059,0.488639269,69.96084932,72.29418266,3.042755295,2.008880067,0,0,0,1,,
14,80,49.12557817,48.2089115,2.195986478,1.596823188,69.33329708,72.41663042,2.937158588,2.250640961,1,0,0,1,,
15,14,49.71316652,47.96316652,3.497278982,1.531246911,70.70183054,72.53516387,2.797077609,0.738318146,0,0,0,0,,
16,9,49.74399639,47.99399639,3.008793319,0.875923764,70.18931891,72.85598557,3.363458588,0.799933116,0,0,0,0,,
17,80,49.22580111,47.72580111,2.756059972,0.507557604,70.00207292,72.41873958,2.52899716,2.198964743,0,0,0,1,,
18,80,49.56022779,48.31022779,2.744590854,0.978837837,69.31204764,72.9787143,2.983696745,0.459142363,1,0,0,0,,
19,8,50.19767807,47.94767807,1.978736176,0.670515009,69.76829493,72.10162826,2.774306366,1.157005725,0,0,0,0,,
20,80,49.92798287,48.2613162,2.552239742,1.122853306,69.82437332,72.82437332,2.807860256,0.403728564,1,0,0,0,,
21,26,49.55328046,47.55328046,2.693256247,0.748045737,70.02488222,72.27488222,1.803561726,1.486881836,0,0,0,0,,
22,22,50.80592702,47.88926035,2.487052069,0.560856869,70.58077325,72.74743992,3.004831891,1.409242333,0,0,0,0,,
23,10,48.16914576,47.83581243,2.412043368,0.637477562,69.27839985,72.02839985,2.655710649,1.287342715,0,0,0,0,,
24,8,51.12907609,47.96240942,2.647558222,0.638905765,70.67072336,72.50405669,2.467061671,1.478572463,0,0,0,0,,
25,80,51.44912243,48.1157891,2.762505389,1.34442179,70.27612765,72.77612765,2.898699354,0.328309036,1,0,0,0,,
26,80,50.67437783,48.3410445,2.863136986,1.519024258,71.21340619,72.54673952,2.739575974,1.715600691,1,0,0,1,,
27,80,48.29930996,47.88264329,2.363945119,0.350653334,70.03858987,72.3719232,2.859243763,2.220594646,0,0,0,1,,
28,21,50.55311729,47.88645062,2.817665889,0.588612124,70.57142654,72.65475987,2.872573943,1.249166725,0,0,0,0,,
29,80,51.11864085,48.11864085,2.526403832,0.961526309,70.67376741,72.50710074,2.8754634,1.995239106,1,0,0,1,,
30,80,49.51882522,47.85215856,2.724042114,0.255406039,69.83747586,72.08747586,2.911262411,1.823629168,0,0,0,1,,
31,80,51.00896888,48.09230221,2.491263866,1.238242213,69.1515146,72.56818126,2.294100819,0.913084616,1,0,0,0,,
32,80,50.35661452,48.18994786,2.54424326,0.919709869,69.23056906,72.64723573,2.695523562,0.785688053,1,0,0,0,,
33,9,49.98953892,47.82287225,3.130283329,0.920504467,69.68949164,72.02282497,2.899919272,1.386462239,0,0,0,0,,
34,20,48.77715534,47.86048867,2.139072477,0.792629215,69.64235621,72.22568955,2.550445419,1.398162226,0,0,0,0,,
35,80,50.8033044,48.38663773,3.375044735,1.588423286,70.90515084,72.90515084,2.860264517,0.615450826,1,0,0,0,,
36,20,50.66291455,47.99624789,2.605845538,0.625179682,69.39451149,72.31117816,2.784698291,1.495990396,0,0,0,0,,
37,80,50.75367821,48.17034488,2.169493279,1.44849149,69.11520219,72.86520219,2.804555726,0.507510669,1,0,0,0,,
38,21,49.05525409,47.80525409,2.818615028,0.73075588,69.72710995,72.39377661,3.115530764,1.493670027,0,0,0,0,,
39,23,50.56297218,47.97963884,2.918838719,0.34157991,70.22704209,72.47704209,2.542761747,1.441834204,0,0,0,0,,
40,8,50.38559552,47.96892885,3.455661385,1.218053551,69.39383068,72.06049735,3.057177773,1.279373662,0,0,0,0,,
41,80,49.4440446,48.1940446,3.016932467,1.210756108,70.13872112,73.05538778,2.965412497,0.615025089,1,0,1,0,,
42,10,49.87383925,47.95717258,2.621656354,0.570662283,69.75645505,72.67312172,2.963424017,0.934524567,0,0,0,0,,
43,80,48.89474091,47.97807424,2.690150323,0.400790255,69.68633427,72.35300094,2.648287792,1.521143567,0,0,0,1,,
44,11,50.21743541,47.96743541,2.247013132,0.8140691,69.54787032,72.71453699,2.772382312,1.087361474,0,0,0,0,,
45,80,49.06591732,47.89925066,2.534041605,0.608584016,69.86440095,72.36440095,3.036267334,2.045396999,0,0,0,1,,
46,8,49.2824394,47.94910606,2.724005613,0.53836725,70.93780695,72.52114029,3.079284085,1.340226814,0,0,0,0,,
47,24,49.69615023,47.94615023,2.497076924,0.570811791,68.97427414,72.22427414,2.370766606,1.25466068,0,0,0,0,,
48,80,50.12017379,48.20350713,2.751579324,1.352073496,68.77619242,72.35952575,2.124731962,1.457049965,1,0,0,0,,
49,21,49.50561008,47.75561008,2.678845177,0.808226213,71.0748836,72.3248836,2.439241068,1.453294797,0,0,0,0,,
50,10,49.79507468,47.96174134,3.245689546,1.2634799,71.21478378,72.21478378,1.87302256,0.568727781,0,0,0,0,,
51,80,50.61569606,48.28236273,3.132806561,1.52144731,69.2069522,72.79028553,2.567249308,1.060692468,1,0,0,0,,
52,80,50.4009293,48.4009293,2.922656874,1.631896766,70.13944322,73.05610989,3.337758404,0.530407335,1,0,1,0,,
53,80,49.55310483,47.9697715,2.640217731,0.488507453,70.32836893,72.2450356,2.557381616,1.592397731,0,0,0,1,,
54,80,50.26900282,48.35233615,3.266560246,1.695077909,71.06258386,72.72925052,2.582913132,1.097733083,1,0,0,0,,
55,80,50.09889128,48.34889128,2.46079677,1.48449178,70.7088095,72.54214284,2.435974869,1.3349131,1,0,0,0,,
56,80,50.6205014,48.3705014,2.647900275,1.922042487,69.0101367,72.2601367,3.0074396,2.018016376,1,1,0,1,,
57,80,51.28509632,48.36842965,2.276534742,1.895836619,68.49041621,72.24041621,2.459287975,1.446095956,1,1,0,0,,
58,80,48.71148207,48.37814874,2.285973162,1.225729259,69.99249987,72.40916654,3.398268526,1.768681804,1,0,0,1,,
59,22,50.11114444,47.86114444,2.457335384,0.460801937,69.377591,72.46092433,3.071526741,1.353231827,0,0,0,0,,
60,23,48.76456967,47.84790301,2.492645596,0.698271091,68.81471831,72.14805165,2.847093237,1.41799073,0,0,0,0,,
61,8,49.99266525,47.99266525,2.729835257,0.776606653,69.15640733,72.573074,2.979396647,0.788489575,0,0,0,0,,
62,7,50.08319084,47.99985751,2.797287884,1.043953957,70.49762934,72.58096267,3.174662808,1.003276627,0,0,0,0,,
63,20,49.13321083,47.96654417,2.521637245,0.825030294,69.93257914,72.01591247,1.981543122,1.356325376,0,0,0,0,,
64,7,50.20328237,47.95328237,3.134163359,1.021308499,70.29033584,72.04033584,2.091908839,1.004991231,0,0,0,0,,
65,80,51.65129977,48.15129977,1.730526751,0.992304895,69.80270278,72.71936945,2.613790032,1.187362113,1,0,0,0,,
66,8,49.72883231,47.97883231,2.967130649,0.674742885,69.96899817,72.71899817,2.671171166,0.917420952,0,0,0,0,,
67,80,49.82388458,48.07388458,2.78230939,0.444729874,71.46535448,72.29868782,2.850736995,2.054943101,1,0,0,1,,
68,9,49.04992908,47.96659574,2.555554917,0.749531467,68.20778236,72.54111569,2.791122426,1.091146139,0,0,0,0,,
69,80,50.5508922,48.38422553,2.633090071,1.120546845,70.23740703,73.07074037,3.012653962,0.56145805,1,0,1,0,,
70,80,49.21980496,48.3031383,3.070646216,1.377025097,68.81804107,72.31804107,3.15135206,1.702989961,1,0,0,1,,
71,9,50.7633538,47.93002047,2.469696701,0.563701208,69.95927318,72.45927318,2.203293761,1.451688703,0,0,0,0,,
72,80,50.71198261,48.37864928,2.777147508,1.942743835,70.30940709,72.72607375,2.988516563,0.883991876,1,1,0,0,,
73,6,48.73388982,47.98388982,2.34365618,0.475316255,70.58666863,72.42000196,2.50279291,1.029719477,0,0,0,0,,
74,10,49.25082729,47.91749396,2.056799626,0.653947447,70.16197193,72.74530526,2.944488009,1.212950403,0,0,0,0,,
75,80,51.51750053,48.26750053,2.520688937,1.333996025,69.56152682,72.72819349,1.752749541,0.963999762,1,0,0,0,,
76,80,49.49379903,48.24379903,2.663355143,0.973963861,69.36900395,72.28567062,3.0029455,1.628637833,1,0,0,1,,
77,7,49.80348836,47.97015502,2.938876338,0.877135537,69.1915364,72.27486973,2.335773853,0.883145395,0,0,0,0,,
78,10,48.48367653,47.81700987,2.69314986,0.688252306,70.72879148,72.14545815,2.769455055,1.468118223,0,0,0,0,,
79,23,49.53605215,47.95271882,2.012027492,0.834839443,69.16077781,72.32744447,3.11631645,1.464153833,0,0,0,0,,
80,6,48.79058217,47.95724884,2.851040758,1.684264345,70.12989695,72.12989695,3.686247459,1.382232289,0,0,0,0,,
81,80,49.95555449,48.45555449,3.062670874,1.762450177,70.01862255,72.85195588,2.077662931,0.598851338,1,1,0,0,,
82,23,50.13916176,47.97249509,3.048841723,1.004661101,68.1354302,72.1354302,2.184172391,1.465515361,0,0,0,0,,
83,11,50.5302838,47.94695047,2.811442266,0.728214211,70.09757619,72.43090952,2.361540676,0.860895275,0,0,0,0,,
84,23,49.07193344,47.98860011,3.455984642,0.772401372,68.99799989,72.49799989,3.090193263,1.37599402,0,0,0,0,,
85,80,50.66194716,48.24528049,3.242102291,1.675197881,69.43754763,72.27088097,3.119132189,2.13935642,1,0,0,1,,
86,80,50.20619129,48.12285796,2.465623585,0.928541162,69.76120766,72.26120766,1.866704862,1.530792856,1,0,0,1,,
87,80,49.15682748,48.32349414,3.130980164,0.779147138,68.36061859,72.19395193,1.729689612,1.950464053,1,0,0,1,,
88,80,50.00733748,48.34067081,3.030847737,1.580439987,69.42825421,72.34492088,3.467423752,2.187655775,1,0,0,1,,
89,80,50.15775878,48.32442544,2.563600814,1.636059725,69.49684529,72.66351196,1.783357995,0.514294068,1,0,0,0,,
90,80,49.20844988,48.45844988,2.606356908,1.385436515,69.46657626,72.38324293,2.71243077,1.58489262,1,0,0,1,,
91,20,49.3055311,47.97219776,2.286213728,1.677044333,69.48508123,72.06841456,2.670234544,1.415273412,0,0,0,0,,
92,80,49.72807794,47.97807794,1.997474436,0.748388775,70.23613414,72.40280081,3.239158701,1.957562286,0,0,0,1,,
93,8,51.11983158,47.95316491,2.827046687,0.838471237,69.82329081,72.40662414,1.828799354,0.938351019,0,0,0,0,,
94,10,50.87643443,47.95976776,3.260554089,0.884731486,70.88728726,72.97062059,2.414573957,0.640219199,0,0,0,0,,
95,80,49.84708214,48.51374881,3.49056345,1.883711569,70.34260533,72.84260533,3.246010565,1.006048522,1,1,0,0,,
96,80,50.21134778,48.54468111,3.229982725,1.705823946,70.34471543,72.26138209,3.392084319,1.965869447,1,1,0,1,,
97,8,50.47468918,47.97468918,2.681560843,0.82012112,70.04983573,72.54983573,2.241948462,0.449704901,0,0,0,0,,
98,80,48.07390082,47.99056748,3.104165386,0.72428012,69.08488302,72.16821636,3.283695898,2.050818386,0,0,0,1,,
99,80,50.07604615,48.32604615,2.51317281,1.344712665,68.85411995,72.77078661,3.238040513,0.512063065,1,0,0,0,,
100,80,49.35125706,48.26792372,2.716375816,0.771930701,69.67251552,72.25584886,3.481349788,2.179337879,1,0,0,1,2,52
2,52,,,,,,,,,,,,,,
1,80,50.47622497,48.22622497,2.666431608,1.412784778,69.70872554,73.04205888,2.724808566,0.410836721,1,0,1,0,,
2,80,51.6029041,48.51957077,3.282530243,1.812380712,71.11540091,72.78206757,2.912555291,1.503017991,1,1,0,1,,
3,80,48.62728976,48.37728976,3.252817324,1.336813071,67.89427761,72.31094428,1.917603624,2.028364908,1,0,0,1,,
4,80,49.83611704,47.91945037,2.624138646,0.691534417,69.71775263,72.6344193,2.254731459,1.578900077,0,0,0,1,,
5,80,49.82954916,47.99621582,2.803399942,0.370372282,69.8212098,72.15454314,3.306389941,1.959639356,0,0,0,1,,
6,6,49.46684986,47.96684986,2.518775837,1.425169962,70.53062308,72.44728975,2.839007081,0.745906965,0,0,0,0,,
7,9,50.42850785,47.92850785,3.04606982,1.040575034,68.9628921,72.4628921,2.068830394,0.711888255,0,0,0,0,,
8,80,50.82647746,48.24314413,2.562606569,1.282079225,68.16139493,72.74472826,2.443975268,0.52927505,1,0,0,0,,
9,80,50.07573131,48.32573131,3.260687824,1.358664347,70.55220148,72.46886815,2.982920643,1.25725658,1,0,0,0,,
10,80,50.29602134,48.29602134,2.731501675,1.464420219,70.29351572,72.96018239,3.530141468,0.325699175,1,0,0,0,,
11,80,51.03275376,48.3660871,3.098112231,1.505504322,68.62942542,73.04609209,3.105243097,0.647306407,1,0,1,0,,
12,80,48.81783744,48.40117077,2.379227899,1.489871115,69.40810221,72.32476888,3.007326036,1.187283549,1,0,0,0,,
13,20,50.23226498,47.89893164,2.901625285,0.452587127,69.56324236,72.39657569,2.681655868,1.477260139,0,0,0,0,,
14,80,49.11799864,48.11799864,1.415020554,0.970331171,69.81690228,72.31690228,3.611792539,2.17081238,1,0,0,1,,
15,20,49.89311047,47.80977714,2.982996014,1.023086756,70.61188951,72.11188951,2.59718356,1.446117042,0,0,0,0,,
16,80,48.86097454,48.36097454,2.389561002,1.547647101,69.24799048,72.74799048,2.226307808,0.484489226,1,0,0,0,,
17,80,52.02884554,48.36217887,2.583387136,1.732788062,71.0420158,72.62534914,2.818631342,0.552500429,1,1,0,0,,
18,80,50.93137017,47.93137017,2.878107114,0.789976535,68.91519035,72.49852369,2.821229305,1.693886927,0,0,0,1,,
19,8,50.25561903,47.75561903,3.206605633,0.584964501,70.08931353,72.08931353,2.378990906,1.482266637,0,0,0,0,,
20,9,50.54749685,47.96416352,3.768244376,0.599789757,69.79328962,72.29328962,2.357456753,1.03934613,0,0,0,0,,
21,80,51.02225761,48.18892427,2.281990488,0.850361463,71.46051072,72.96051072,2.40258336,0.664589862,1,0,0,0,,
22,80,51.18362757,48.26696091,2.282781357,1.92641159,71.07943384,72.91276718,2.856924115,0.941721012,1,1,0,0,,
23,80,48.84574838,48.01241505,2.940614042,0.621731942,68.88392226,72.4672556,3.075410255,1.667548739,1,0,0,1,,
24,8,50.19190505,47.94190505,3.084736289,0.619666863,69.57513233,72.49179899,2.13358736,0.834789311,0,0,0,0,,
25,23,49.49814535,47.91481201,2.922913943,0.764966423,69.12024413,72.20357746,2.612968283,1.495344191,0,0,0,0,,
26,7,49.62824925,47.96158258,3.071026988,1.090318961,69.42595121,72.25928454,3.060694497,0.938238193,0,0,0,0,,
27,80,50.27775954,48.27775954,1.941116785,1.090010711,71.33745578,73.00412245,2.852764485,0.639800272,1,0,1,0,,
28,80,51.50967641,48.25967641,2.547143756,1.92426588,68.92009516,72.67009516,1.911671219,0.919284464,1,1,0,0,,
29,80,50.46647977,48.29981311,3.033957117,1.220644678,69.34045533,72.67378867,2.331346932,0.637704349,1,0,0,0,,
30,9,51.66049001,47.99382335,1.831828752,1.08479583,71.95202315,72.95202315,1.842315495,0.455472206,0,0,0,0,,
31,80,48.51142769,47.51142769,2.544990299,0.742308199,70.88223801,72.38223801,2.049740509,1.871144314,0,0,0,1,,
32,80,50.65490151,48.32156818,2.588527183,1.94232204,70.5088128,72.7588128,2.191115091,0.37290661,1,1,0,0,,
33,80,49.79581113,48.54581113,3.480424478,1.959165479,70.32245473,72.90578807,3.084859641,0.489554442,1,1,0,0,,
34,80,49.90187456,47.90187456,2.329892444,0.325862252,69.86950259,72.28616925,2.510895791,1.996540245,0,0,0,1,,
35,21,50.09278794,47.92612127,2.26748204,0.663782927,70.45083831,72.28417165,2.65343466,1.451507769,0,0,0,0,,
36,80,50.22004898,48.22004898,2.281236037,1.126731286,70.89817901,72.89817901,3.302292889,0.551402015,1,0,0,0,,
37,9,51.16179585,47.99512918,2.881910545,0.857959361,71.02447156,72.85780489,3.330623863,0.56533603,0,0,0,0,,
38,20,49.05143042,47.71809708,3.300414501,0.355828226,70.85327064,72.10327064,2.337404263,1.314900284,0,0,0,0,,
39,80,49.3359497,48.0859497,2.084326711,1.059072403,68.87010226,72.37010226,2.832446229,2.140221601,1,0,0,1,,
40,6,50.04274111,47.95940778,2.85902016,0.828014756,71.84247765,72.84247765,2.582470885,0.624106916,0,0,0,0,,
41,80,51.56988368,48.15321701,2.42844716,1.054650221,70.86112183,72.5277885,2.130072299,1.255160384,1,0,0,0,,
42,80,49.31316269,48.47982935,2.742614653,1.712759677,70.00453142,72.83786475,2.689759873,0.560839069,1,1,0,0,,
43,10,49.53766859,47.95433526,3.417306605,0.810720776,69.70588126,72.45588126,2.803009128,1.227813149,0,0,0,0,,
44,8,50.59287335,47.92620668,2.21979962,0.704106646,70.24174958,72.82508292,3.100626372,0.578637711,0,0,0,0,,
45,80,51.16365701,48.33032368,2.688082893,1.513731755,69.70272058,72.53605391,3.193935219,1.509361999,1,0,0,1,,
46,80,50.4302817,48.51361504,2.774683507,1.693036078,69.48807477,72.23807477,2.634701248,2.157564955,1,0,0,1,,
47,80,49.11492085,48.28158752,2.026900387,1.287685781,69.18232406,72.5156574,2.666613113,1.732884,1,0,0,1,,
48,80,52.07497409,48.24164075,3.139560807,1.886833145,70.46003914,72.71003914,2.349296372,0.669160626,1,1,0,0,,
49,8,49.72957793,47.97957793,2.159920693,0.953506917,69.89694732,72.64694732,2.317496124,0.719216659,0,0,0,0,,
50,80,50.46383214,47.88049881,2.500880484,0.635873913,69.01083624,72.6775029,3.769131148,1.648049874,0,0,0,1,,
51,80,50.69577543,48.69577543,3.33211158,1.851128504,71.06261234,72.479279,3.18410784,1.362624509,1,1,0,0,,
52,80,50.47727709,48.31061043,3.008673573,1.132268848,70.79414553,72.9608122,2.906347747,0.762614671,1,0,0,0,,
53,80,48.85083547,48.26750214,1.9633208,1.497678153,68.73206095,71.98206095,2.883949895,2.080783453,1,0,1,1,,
54,80,49.83246626,48.33246626,3.475273195,1.939647012,70.63577312,72.46910645,2.645267785,1.453827427,1,1,0,0,,
55,80,48.74846048,48.41512715,2.38827171,1.016671803,69.07579762,72.32579762,3.137343741,1.704592165,1,0,0,1,,
56,80,51.04892696,48.29892696,2.927985961,1.301554552,69.69207672,72.69207672,2.73706415,0.787228229,1,0,0,0,,
57,80,50.05070932,47.88404265,2.934452983,0.554006608,69.76935568,72.26935568,2.551510122,2.013831461,0,0,0,1,,
58,9,50.96625048,47.96625048,2.652299612,0.752770756,70.78713681,72.78713681,2.853420509,1.161522599,0,0,0,0,,
59,12,50.81482337,47.98149003,2.292812665,0.745298428,69.31213629,72.97880296,3.373938107,0.607834328,0,0,0,0,,
60,22,51.197955,47.947955,3.087455549,0.375841872,70.45624889,72.45624889,2.61080813,1.169124012,0,0,0,0,,
61,80,49.82629211,47.49295878,2.742711271,0.597817762,69.33901019,72.67234353,2.528406394,1.747892246,0,0,0,1,,
62,21,50.85855305,47.94188639,2.971878987,0.701366306,70.78572216,72.70238883,2.307119182,0.941666621,0,0,0,0,,
63,80,49.79013234,48.62346567,3.350661408,1.819743341,70.24068402,72.15735069,3.515869276,2.099262558,1,1,0,1,,
64,80,50.67212436,48.17212436,2.612157287,1.20301637,69.62846324,72.12846324,2.835488809,2.163412332,1,0,0,1,,
65,80,51.18174897,48.43174897,2.430114915,1.923663446,71.35124188,72.35124188,2.966377404,2.190339586,1,1,0,1,,
66,24,51.28612175,47.95278842,2.270028137,0.973848933,69.92882916,72.34549583,3.363686031,1.496815944,0,0,0,0,,
67,21,49.49728095,47.99728095,3.060041509,0.714144849,70.41861145,72.41861145,2.770097272,1.497293251,0,0,0,0,,
68,80,50.02917639,48.11250973,2.80894681,1.89299472,70.93923741,73.10590407,3.308242971,0.531166682,1,1,1,0,,
69,80,49.85312075,48.01978741,2.457225003,0.838149336,69.58253116,72.41586449,3.312090819,1.320896333,1,0,0,0,,
70,80,51.95905193,48.1257186,2.259982645,1.772450256,70.085289,72.335289,3.414214903,1.89187797,1,1,0,1,,
71,23,49.9552353,47.9552353,2.766710668,0.418676681,69.62643377,72.54310044,3.137633698,1.484907717,0,0,0,0,,
72,5,49.55158211,47.96824877,3.072922649,1.227747348,70.42942396,72.2627573,2.67282138,0.966521725,0,0,0,0,,
73,7,48.41175354,47.99508688,1.856700128,0.522203447,70.2460649,72.7460649,2.897338181,0.722008094,0,0,0,0,,
74,80,49.26301671,48.09635004,2.462156959,0.588053293,69.29448254,72.37781587,2.447853935,1.931769347,1,0,0,1,,
75,80,51.5749571,48.0749571,2.202093325,1.247237844,70.18570711,72.43570711,2.596394823,1.82924579,1,0,0,1,,
76,6,49.57351334,47.99018001,3.045068239,1.316358386,70.49163025,72.24163025,2.993567423,1.180385713,0,0,0,0,,
77,7,49.46999068,47.96999068,2.407071091,0.984942977,70.64189628,72.47522962,2.728160263,0.89355296,0,0,0,0,,
78,8,50.72616347,47.97616347,2.745028959,0.891985529,68.99913618,72.41580284,1.935757066,0.634793329,0,0,0,0,,
79,80,50.0808088,47.99747547,2.230819802,0.751046307,70.78212912,72.28212912,2.696042336,1.954504233,0,0,0,1,,
80,80,49.03205822,48.28205822,2.672383893,0.816047055,69.02254874,72.43921541,2.534589637,1.423423328,1,0,0,0,,
81,9,50.70936286,47.95936286,2.539015422,1.072527882,70.18123154,72.68123154,2.905006653,0.407202541,0,0,0,0,,
82,80,51.00858648,48.50858648,2.844463442,1.867160763,69.17952671,73.26286005,2.636537808,0.727536459,1,1,1,0,,
83,21,50.99646694,47.99646694,2.475598258,0.546853879,71.57741216,72.32741216,2.889759883,1.365480788,0,0,0,0,,
84,6,49.57373924,47.99040591,2.421167164,0.624702285,70.16762405,72.16762405,3.193096202,1.465072483,0,0,0,0,,
85,80,48.43732354,48.35399021,1.714556153,1.283076578,69.20232505,72.95232505,2.76576448,0.340660025,1,0,0,0,,
86,5,49.40943298,47.99276632,3.285608462,0.768669588,70.55589495,72.05589495,2.606402978,1.151578684,0,0,0,0,,
87,80,50.11032458,48.52699125,2.594745262,1.900704084,68.93501518,73.01834851,2.38058379,0.437716764,1,1,1,0,,
88,80,48.60038158,48.51704825,3.062410815,1.081591317,70.21849294,73.1351596,3.071575091,0.563972731,1,0,1,0,,
89,21,49.23083301,47.98083301,3.190387232,0.469165951,69.38476881,72.30143548,2.305359834,1.371336403,0,0,0,0,,
90,9,50.47020914,47.97020914,2.060335102,0.780943339,70.85804606,72.9413794,2.887072553,0.94601277,0,0,0,0,,
91,7,50.18197247,47.93197247,2.093032574,1.049458988,69.42060176,72.42060176,2.903406223,0.779352065,0,0,0,0,,
92,10,50.55834085,47.97500752,2.418343826,0.51532567,69.34997958,72.59997958,2.296216927,0.31385751,0,0,0,0,,
93,8,51.11026252,47.94359586,2.262198672,0.544244577,70.44601104,72.61267771,2.581628421,0.83541512,0,0,0,0,,
94,80,50.87335875,48.29002542,2.978794852,1.299963248,70.05240791,72.71907458,2.508943253,0.689392617,1,0,0,0,,
95,21,49.51047696,47.67714362,2.43967912,0.500890776,70.0652449,72.48191157,2.356344613,1.497890018,0,0,0,0,,
96,10,49.74167191,47.99167191,2.395736268,1.273426215,70.84243051,72.84243051,2.496017481,0.789939981,0,0,0,0,,
97,80,49.08415733,48.000824,2.519263476,0.47868268,68.69342813,72.36009479,2.607317719,1.45408158,1,0,0,0,,
98,7,49.22795037,47.97795037,2.917670967,0.870309689,69.26263647,72.01263647,2.331932195,1.047735292,0,0,0,0,,
99,80,49.6437126,48.22704594,2.893903743,1.728201476,70.07354783,72.90688116,2.996474897,0.798690538,1,1,0,0,,
